Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
E101303,IT,27,126341,7,55,53,No
E101304,Finance,59,123650,15,46,56,No
E101305,Operations,38,133325,13,48,59,No
E101306,Support,31,147595,0,34,32,No
E101307,Support,48,82066,15,59,86,Yes
E101308,HR,56,141850,17,51,65,No
E101309,Sales,42,72942,6,49,56,No
E101310,Engineering,46,46138,14,45,82,Yes
E101311,Finance,49,148558,23,36,76,Yes
E101312,HR,36,74527,16,36,61,No
E101313,Marketing,25,39190,18,47,79,Yes
E101314,IT,50,122259,22,47,89,Yes
E101315,Sales,30,149773,12,31,33,No
E101316,Finance,48,108422,8,44,50,No
E101317,Support,47,85698,23,43,80,Yes
E101318,Finance,40,112315,23,47,82,Yes
E101319,Engineering,49,123710,14,58,88,Yes
E101320,Support,38,59086,24,38,71,No
E101321,Engineering,41,47322,2,43,36,No
E101322,Marketing,44,138132,23,34,58,No
E101323,IT,53,130814,0,40,36,No
E101324,Marketing,54,149324,15,37,68,No
E101325,HR,26,113569,7,34,35,No
E101326,HR,55,115610,22,58,100,Yes
E101327,Marketing,32,33435,12,40,55,No
E101328,IT,24,131505,7,34,14,No
E101329,Marketing,54,83331,16,46,71,No
E101330,IT,32,58942,21,51,85,Yes
E101331,IT,37,89635,22,33,69,No
E101332,Operations,39,59059,13,44,65,No
E101333,Support,51,87557,20,48,75,No
E101334,Sales,31,143457,20,51,100,Yes
E101335,IT,39,82389,6,31,33,No
E101336,Engineering,59,83014,14,53,74,No
E101337,IT,40,62826,15,46,77,Yes
E101338,IT,57,60297,18,41,69,No
E101339,IT,34,73890,5,54,84,No
E101340,Operations,24,51322,22,53,90,Yes
E101341,Support,31,65739,0,46,43,No
E101342,Operations,59,39719,11,39,45,No
E101343,HR,22,109553,17,57,95,Yes
E101344,Operations,48,38314,15,54,82,Yes
E101345,Engineering,29,123831,11,47,59,No
E101346,Engineering,38,105164,19,48,71,No
E101347,Operations,30,137658,12,47,51,No
E101348,Support,27,107028,7,42,53,No
E101349,Marketing,46,66113,21,43,64,No
E101350,Sales,49,147174,0,53,61,No
E101351,Support,54,45357,20,45,65,No
E101352,Operations,58,128865,6,47,51,No
E101353,IT,30,50365,14,55,69,No
E101354,Finance,39,69029,21,47,83,Yes
E101355,Sales,42,31737,12,45,62,No
E101356,Sales,23,104632,12,46,68,No
E101357,Engineering,59,115474,8,36,28,No
E101358,Sales,57,108218,23,41,72,No
E101359,Operations,58,57499,14,31,59,No
E101360,IT,36,140027,3,39,43,No
E101361,IT,49,140402,12,34,24,No
E101362,HR,39,137430,11,50,70,No
E101363,IT,55,76157,4,32,20,No
E101364,Support,43,86247,6,48,48,No
E101365,IT,32,71034,7,42,46,No
E101366,Engineering,34,30294,4,41,57,No
E101367,IT,25,128072,8,32,28,No
E101368,HR,43,54596,13,35,38,No
E101369,Finance,28,128185,11,43,62,No
E101370,Operations,45,41434,3,33,29,No
E101371,Engineering,25,88382,19,42,84,Yes
E101372,Support,49,68098,7,48,52,No
E101373,Finance,36,34655,16,47,85,Yes
E101374,Engineering,22,113029,7,58,68,No
E101375,Marketing,24,76228,20,32,68,No
E101376,Sales,35,33771,0,49,59,No
E101377,Marketing,59,104099,19,35,62,No
E101378,IT,22,86799,1,45,50,No
E101379,Finance,59,92257,3,49,43,No
E101380,IT,59,47558,23,53,96,Yes
E101381,Sales,42,129468,20,32,48,No
E101382,Engineering,50,88436,0,41,28,No
E101383,Sales,26,137779,6,48,43,No
E101384,HR,31,122103,0,48,54,No
E101385,Sales,49,62376,8,53,81,No
E101386,HR,42,149154,2,33,24,No
E101387,Sales,28,117458,11,30,34,No
E101388,Operations,24,107924,18,31,44,No
E101389,HR,41,59332,14,42,65,No
E101390,Finance,40,76737,21,59,91,Yes
E101391,IT,56,119031,15,55,75,No
E101392,Support,25,103970,9,58,88,No
E101393,IT,26,81952,21,42,73,No
E101394,Marketing,22,50991,5,59,71,No
E101395,IT,25,57472,16,31,54,No
E101396,Engineering,33,89946,20,59,81,Yes
E101397,Operations,48,135566,21,48,65,No
E101398,Sales,44,56849,23,51,96,Yes
E101399,Marketing,46,31541,16,53,97,Yes
E101400,Engineering,42,32765,20,45,81,Yes
E101401,Engineering,45,73074,18,41,75,No
E101402,HR,46,132795,17,30,45,No
E101403,IT,53,59283,10,38,60,No
E101404,Finance,53,131387,23,46,95,Yes
E101405,Support,26,130161,6,39,36,No
E101406,Finance,57,30769,9,47,64,No
E101407,Marketing,37,47806,6,48,36,No
E101408,Operations,54,120518,4,36,42,No
E101409,Finance,42,32972,11,54,65,No
E101410,Sales,30,48256,15,48,59,No
E101411,Finance,27,133903,24,53,100,Yes
E101412,Marketing,56,48653,20,44,59,No
E101413,Support,43,133579,17,38,67,No
E101414,Finance,26,116669,2,39,23,No
E101415,Sales,44,69339,19,52,71,No
E101416,HR,38,55757,14,49,71,No
E101417,Operations,33,133376,4,49,49,No
E101418,Marketing,44,72399,12,33,62,No
E101419,HR,37,74013,18,35,49,No
E101420,HR,24,127605,11,33,59,No
E101421,HR,51,44706,22,34,57,No
E101422,Engineering,43,68231,20,38,79,Yes
E101423,Operations,30,57909,4,41,52,No
E101424,Support,50,135754,5,52,60,No
E101425,IT,58,106631,6,37,32,No
E101426,Operations,44,87572,9,50,47,No
E101427,Engineering,34,115879,15,34,35,No
E101428,IT,53,93767,7,58,86,No
E101429,Operations,44,56469,8,40,45,No
E101430,HR,38,31313,3,52,41,No
E101431,Marketing,42,37847,20,40,61,No
E101432,IT,23,80222,20,42,76,Yes
E101433,Sales,58,104702,7,43,46,No
E101434,Sales,27,39930,24,57,81,Yes
E101435,Finance,39,33285,6,37,49,No
E101436,IT,51,65863,14,54,80,Yes
E101437,Marketing,43,46704,20,59,100,Yes
E101438,Support,54,48705,2,47,56,No
E101439,Engineering,51,30555,16,48,43,No
E101440,HR,38,51323,10,41,67,No
E101441,Finance,53,100968,8,41,61,No
E101442,Sales,35,96922,4,47,41,No
E101443,Engineering,31,83915,24,39,74,No
E101444,Engineering,57,139543,9,36,49,No
E101445,HR,55,40619,14,57,70,No
E101446,Support,30,102390,13,47,64,No
E101447,Support,49,138500,3,41,49,No
E101448,IT,32,144337,20,43,81,Yes
E101449,Sales,35,89274,19,44,68,No
E101450,Support,40,103173,1,45,50,No
E101451,Marketing,36,51225,11,31,46,No
E101452,Support,49,141266,0,59,57,No
E101453,Engineering,45,56739,23,59,96,Yes
E101454,HR,29,77708,19,47,78,Yes
E101455,Marketing,30,83019,4,41,33,No
E101456,IT,54,106154,5,45,29,No
E101457,Sales,54,132097,23,42,78,Yes
E101458,IT,40,37373,10,49,62,No
E101459,Engineering,24,65281,7,46,55,No
E101460,Marketing,31,50187,6,47,65,No
E101461,Marketing,22,97863,3,32,22,No
E101462,Marketing,50,127927,5,52,53,No
E101463,Engineering,55,137113,15,39,68,No
E101464,Engineering,34,114085,19,30,50,No
E101465,IT,22,147996,14,35,56,No
E101466,Finance,55,69220,13,32,44,No
E101467,IT,50,37642,22,48,83,Yes
E101468,Sales,34,109971,11,33,53,No
E101469,HR,50,85556,11,58,72,No
E101470,Marketing,45,63760,15,49,81,Yes
E101471,Finance,47,68192,14,52,55,No
E101472,HR,38,34381,12,32,32,No
E101473,Finance,28,126583,10,37,25,No
E101474,Support,34,49558,16,37,49,No
E101475,Support,26,60782,20,56,100,Yes
E101476,Operations,47,34782,14,58,81,Yes
E101477,Support,24,121417,13,36,46,No
E101478,IT,28,84712,9,31,47,No
E101479,Support,22,135764,11,50,75,No
E101480,Engineering,38,124945,15,35,44,No
E101481,Marketing,46,49462,14,57,100,Yes
E101482,IT,24,90030,9,45,59,No
E101483,HR,36,98519,3,39,41,No
E101484,Operations,50,86411,22,33,73,No
E101485,Operations,53,85206,8,42,55,No
E101486,Operations,47,127469,20,39,65,No
E101487,HR,37,76950,19,50,100,Yes
E101488,HR,46,32523,8,43,49,No
E101489,HR,49,90926,20,38,79,Yes
E101490,HR,30,39677,24,40,75,No
E101491,Operations,22,105828,23,52,86,Yes
E101492,Operations,50,45089,19,47,97,Yes
E101493,Finance,43,34581,10,40,51,No
E101494,IT,37,41907,10,46,59,No
E101495,Marketing,28,35609,6,31,36,No
E101496,Support,35,81153,20,32,88,Yes
E101497,Support,50,80539,9,40,72,No
E101498,Engineering,40,74143,3,47,59,No
E101499,Operations,40,52936,4,56,88,No
E101500,Engineering,23,80182,4,32,21,No
E101501,IT,36,138261,10,55,77,No
E101502,IT,24,141259,8,44,54,No
E101503,Engineering,32,129524,15,40,44,No
E101504,Operations,51,125042,8,40,53,No
E101505,Engineering,39,43163,21,57,89,Yes
E101506,Support,23,89758,3,59,76,No
E101507,Finance,53,76057,1,57,50,No
E101508,Support,29,42537,13,54,70,No
E101509,Sales,43,52419,2,49,62,No
E101510,Operations,27,72578,17,57,86,Yes
E101511,Operations,33,104991,20,54,100,Yes
E101512,Marketing,57,104599,5,40,46,No
E101513,HR,36,30834,10,48,66,No
E101514,Sales,49,62214,20,57,90,Yes
E101515,IT,39,122934,17,30,59,No
E101516,Operations,23,130028,11,56,72,No
E101517,Engineering,34,32413,4,34,25,No
E101518,Sales,36,39505,8,39,46,No
E101519,Marketing,41,132802,19,39,82,Yes
E101520,IT,50,32105,17,43,75,No
E101521,HR,50,98104,18,31,65,No
E101522,HR,24,137634,2,33,28,No
E101523,Marketing,40,144897,8,31,18,No
E101524,Marketing,24,88408,3,47,34,No
E101525,Engineering,35,67679,16,42,64,No
E101526,Operations,25,146908,16,48,62,No
E101527,HR,32,144921,22,34,64,No
E101528,IT,52,129096,22,49,81,Yes
E101529,Sales,53,109731,1,31,18,No
E101530,IT,48,142205,8,40,62,No
E101531,Finance,51,95131,8,59,70,No
E101532,Finance,23,94280,4,59,72,No
E101533,Marketing,30,45762,14,55,80,Yes
E101534,Engineering,49,147798,14,47,83,Yes
E101535,Finance,52,146854,2,59,69,No
E101536,HR,55,136830,18,35,56,No
E101537,IT,36,88703,2,52,70,No
E101538,IT,46,111434,5,57,58,No
E101539,Marketing,57,93079,3,39,39,No
E101540,Operations,29,51577,23,51,95,Yes
E101541,Operations,30,31214,12,52,75,No
E101542,Sales,58,116339,12,46,71,No
E101543,Marketing,53,78114,10,51,58,No
E101544,Support,38,119234,4,40,47,No
E101545,Sales,56,93230,0,48,47,No
E101546,Support,58,62980,8,46,55,No
E101547,Operations,40,97194,16,53,78,Yes
E101548,Marketing,50,107806,21,33,58,No
E101549,Support,28,142333,0,55,55,No
E101550,Marketing,49,67792,2,53,45,No
E101551,Marketing,30,75807,14,55,80,Yes
E101552,Operations,49,52301,20,43,75,No
E101553,Sales,27,35141,22,56,82,Yes
E101554,Sales,50,146482,9,49,51,No
E101555,Marketing,38,134292,7,33,42,No
E101556,Finance,37,43777,11,57,69,No
E101557,Engineering,44,68346,24,43,78,Yes
E101558,Operations,52,84703,21,55,84,Yes
E101559,Engineering,24,124977,14,33,44,No
E101560,Engineering,42,77819,8,35,58,No
E101561,Sales,47,58469,23,59,90,Yes
E101562,Sales,57,33845,24,38,92,Yes
E101563,Finance,58,140186,9,50,59,No
E101564,Engineering,43,53290,19,41,65,No
E101565,Engineering,33,142551,8,58,73,No
E101566,Marketing,34,60699,14,55,79,Yes
E101567,Sales,32,74252,22,59,97,Yes
E101568,Engineering,37,128682,20,37,71,No
E101569,IT,29,33293,20,53,88,Yes
E101570,Finance,23,148017,0,33,21,No
E101571,Support,51,149496,1,56,63,No
E101572,IT,51,139934,18,55,72,No
E101573,IT,33,87089,13,54,66,No
E101574,Support,31,141964,7,54,55,No
E101575,Operations,32,46608,5,34,24,No
E101576,Operations,36,96273,11,35,49,No
E101577,Finance,37,46619,14,34,58,No
E101578,IT,38,108006,13,48,48,No
E101579,Engineering,47,145399,20,56,86,Yes
E101580,Sales,23,117908,0,37,25,No
E101581,Finance,33,111653,10,38,47,No
E101582,Marketing,47,44779,24,44,72,No
E101583,Support,44,81040,2,33,24,No
E101584,IT,39,124830,18,54,76,Yes
E101585,Finance,53,86325,17,38,60,No
E101586,HR,59,145947,19,36,48,No
E101587,HR,24,51630,1,37,27,No
E101588,Operations,59,135575,24,44,78,Yes
E101589,Support,24,145436,6,48,51,No
E101590,Sales,51,42178,7,44,54,No
E101591,Engineering,22,49935,18,34,60,No
E101592,Sales,51,77258,21,48,92,Yes
E101593,Sales,53,52784,14,36,52,No
E101594,Sales,49,93722,9,35,50,No
E101595,Support,42,53027,21,56,100,Yes
E101596,Sales,34,126544,0,48,44,No
E101597,Marketing,48,87853,5,54,59,No
E101598,Support,57,142167,12,57,81,Yes
E101599,Marketing,28,97359,13,46,68,No
E101600,Support,43,102388,2,39,45,No
E101601,Operations,31,108608,10,48,70,No
E101602,Finance,36,106669,2,40,44,No
E101603,HR,36,45111,18,44,73,No
E101604,Sales,25,62312,9,39,52,No
E101605,Operations,53,54161,14,40,63,No
E101606,Finance,44,148920,10,52,54,No
E101607,HR,27,134823,14,32,61,No
E101608,IT,45,97313,23,59,84,Yes
E101609,Engineering,41,80374,12,32,54,No
E101610,Marketing,58,54014,4,47,51,No
E101611,IT,41,110308,3,54,52,No
E101612,Support,33,76389,12,40,60,No
E101613,HR,54,140163,8,49,63,No
E101614,IT,49,48161,24,55,85,Yes
E101615,Engineering,29,137800,16,58,100,Yes
E101616,Operations,22,37490,1,51,48,No
E101617,HR,58,149547,23,47,100,Yes
E101618,IT,43,137197,4,54,65,No
E101619,Marketing,27,54502,15,44,67,No
E101620,Marketing,42,65757,6,36,32,No
E101621,Finance,53,71111,0,39,30,No
E101622,IT,56,128273,11,50,67,No
E101623,Sales,36,113245,20,52,100,Yes
E101624,IT,26,88645,10,59,87,No
E101625,Operations,27,140218,11,49,69,No
E101626,HR,46,89055,18,58,100,Yes
E101627,HR,50,149815,11,39,33,No
E101628,Operations,28,38998,11,42,61,No
E101629,IT,34,58906,13,44,75,No
E101630,Operations,59,131026,1,52,54,No
E101631,Engineering,39,100192,1,47,29,No
E101632,Support,23,80477,24,52,100,Yes
E101633,Operations,29,66901,3,33,37,No
E101634,Marketing,32,121271,19,49,84,Yes
E101635,Operations,54,82021,22,46,84,Yes
E101636,HR,59,59092,15,57,100,Yes
E101637,Marketing,48,31242,9,32,45,No
E101638,HR,41,136843,12,50,66,No
E101639,Finance,33,31831,1,50,38,No
E101640,Sales,52,80721,2,31,33,No
E101641,HR,48,58511,18,33,69,No
E101642,Marketing,53,102782,5,30,31,No
E101643,Finance,31,127003,18,44,67,No
E101644,HR,24,48302,20,54,100,Yes
E101645,Engineering,48,85568,19,30,49,No
E101646,Operations,56,33232,18,35,82,Yes
E101647,Sales,52,132062,7,36,34,No
E101648,HR,36,134301,13,48,55,No
E101649,Finance,37,81507,9,41,40,No
E101650,Engineering,34,106508,2,30,13,No
E101651,IT,56,143672,5,36,35,No
E101652,Finance,32,130128,14,48,65,No
E101653,Operations,42,40683,22,42,89,Yes
E101654,Finance,32,53664,22,55,100,Yes
E101655,Engineering,51,132364,17,41,65,No
E101656,Finance,56,63172,13,41,90,Yes
E101657,Engineering,43,113641,18,51,79,Yes
E101658,HR,59,94340,9,42,51,No
E101659,Support,52,117236,14,57,68,No
E101660,Engineering,35,41017,3,43,41,No
E101661,Engineering,45,66613,22,51,92,Yes
E101662,Sales,53,116130,1,59,45,No
E101663,Engineering,57,106920,2,41,32,No
E101664,Engineering,53,60348,6,49,58,No
E101665,IT,36,46448,22,41,72,No
E101666,Support,56,39491,15,56,74,No
E101667,HR,24,108648,9,35,52,No
E101668,Operations,37,126557,18,56,74,No
E101669,Sales,26,88759,16,39,52,No
E101670,IT,42,74553,18,49,81,Yes
E101671,Marketing,31,30968,4,58,70,No
E101672,Support,40,30368,22,53,95,Yes
E101673,HR,46,103960,19,38,65,No
E101674,HR,25,65010,12,31,42,No
E101675,Marketing,50,84154,12,36,61,No
E101676,Operations,40,65851,10,38,58,No
E101677,Engineering,23,55496,10,54,69,No
E101678,IT,31,60936,15,41,60,No
E101679,Finance,46,108858,14,34,53,No
E101680,Sales,41,97005,16,30,45,No
E101681,Finance,40,67493,21,51,86,Yes
E101682,Marketing,44,99795,17,44,66,No
E101683,HR,45,66390,18,37,63,No
E101684,Operations,32,40292,3,30,21,No
E101685,HR,55,122377,21,47,88,Yes
E101686,Sales,49,58365,21,42,85,Yes
E101687,HR,26,47207,22,58,94,Yes
E101688,HR,26,131735,4,30,20,No
E101689,Sales,42,52912,6,34,44,No
E101690,IT,33,132455,1,47,44,No
E101691,IT,25,132517,0,45,34,No
E101692,Sales,41,110771,11,55,86,Yes
E101693,Operations,59,86572,9,39,43,No
E101694,Marketing,46,137293,7,59,49,No
E101695,Support,35,129083,0,33,17,No
E101696,HR,32,143655,11,30,58,No
E101697,Operations,53,139346,1,52,45,No
E101698,HR,32,49276,9,37,41,No
E101699,Support,39,127459,21,34,67,No
E101700,Marketing,48,35534,16,31,63,No
E101701,IT,39,122005,2,53,51,No
E101702,Operations,44,131610,6,46,57,No
E101703,Engineering,32,65670,11,36,47,No
E101704,Engineering,42,92147,7,46,59,No
E101705,Support,26,128099,19,57,92,Yes
E101706,Engineering,44,141695,11,35,44,No
E101707,IT,46,66486,2,58,60,No
E101708,Support,31,95557,16,51,72,No
E101709,IT,43,64268,8,44,39,No
E101710,Marketing,40,137338,9,34,43,No
E101711,HR,22,111335,21,44,66,No
E101712,Marketing,28,56336,5,47,56,No
E101713,Marketing,25,33641,24,47,88,Yes
E101714,IT,22,117132,0,54,63,No
E101715,Support,36,62959,21,50,83,Yes
E101716,Support,33,43306,11,50,66,No
E101717,Engineering,43,76182,4,52,40,No
E101718,Finance,43,104123,12,35,39,No
E101719,HR,38,86326,14,31,32,No
E101720,IT,50,126895,21,56,100,Yes
E101721,Engineering,35,51498,10,46,55,No
E101722,Operations,41,100198,7,50,71,No
E101723,Finance,54,132630,4,33,5,No
E101724,Finance,36,137369,1,41,51,No
E101725,IT,33,57197,11,48,63,No
E101726,Sales,41,50719,1,31,27,No
E101727,HR,51,120201,15,55,69,No
E101728,Finance,59,138775,20,31,66,No
E101729,IT,24,55032,2,43,36,No
E101730,IT,49,89624,9,44,43,No
E101731,Engineering,47,108177,18,49,67,No
E101732,Operations,51,71964,7,31,23,No
E101733,Sales,34,60028,6,33,39,No
E101734,HR,34,141030,0,48,35,No
E101735,Support,23,84646,11,38,35,No
E101736,Marketing,58,111187,4,36,39,No
E101737,Operations,59,38536,15,59,63,No
E101738,Operations,23,147399,24,42,96,Yes
E101739,Engineering,57,86747,3,56,77,No
E101740,Support,47,75712,16,41,52,No
E101741,Finance,32,36273,23,32,79,Yes
E101742,Finance,29,101820,20,42,78,Yes
E101743,Engineering,43,121228,1,44,34,No
E101744,IT,41,104353,11,43,53,No
E101745,Finance,29,124491,0,53,54,No
E101746,Sales,50,122091,11,38,51,No
E101747,HR,47,115914,11,42,30,No
E101748,Operations,51,80830,11,52,89,Yes
E101749,Operations,38,136718,18,51,86,Yes
E101750,Sales,41,47127,24,33,71,No
E101751,Support,37,145150,16,50,69,No
E101752,Finance,28,113488,19,37,65,No
E101753,Operations,37,41539,23,32,81,Yes
E101754,Marketing,48,76761,23,31,70,No
E101755,Support,44,76219,10,48,65,No
E101756,HR,45,44692,12,57,64,No
E101757,HR,30,113656,7,52,57,No
E101758,Operations,56,43334,9,37,47,No
E101759,Engineering,41,58615,7,46,60,No
E101760,Support,58,37903,19,42,68,No
E101761,Operations,38,58527,7,36,50,No
E101762,Engineering,52,45629,8,38,34,No
E101763,Operations,29,88008,6,41,46,No
E101764,Marketing,36,113276,13,58,79,Yes
E101765,Support,52,129318,1,43,22,No
E101766,IT,51,56708,24,43,83,Yes
E101767,HR,41,40860,10,44,51,No
E101768,Operations,33,47438,7,32,51,No
E101769,Marketing,38,97300,12,44,57,No
E101770,Engineering,51,101545,20,48,85,Yes
E101771,Engineering,50,50842,14,53,63,No
E101772,HR,40,90213,2,49,49,No
E101773,Sales,32,72372,22,43,75,No
E101774,Operations,55,144316,13,37,47,No
E101775,Support,28,128971,14,34,81,Yes
E101776,Finance,55,98906,1,59,53,No
E101777,Engineering,41,68744,18,48,75,No
E101778,Support,59,146082,11,33,55,No
E101779,Support,45,87442,24,43,76,Yes
E101780,IT,31,115990,19,45,80,Yes
E101781,Support,53,136917,3,49,54,No
E101782,Support,36,133903,2,53,54,No
E101783,IT,58,33650,4,35,57,No
E101784,Engineering,41,75117,2,52,42,No
E101785,Support,24,121244,24,54,100,Yes
E101786,Sales,58,138198,14,35,59,No
E101787,Sales,29,82772,18,32,67,No
E101788,Marketing,44,33190,1,44,42,No
E101789,IT,32,78113,11,58,94,Yes
E101790,Marketing,29,38789,4,32,27,No
E101791,IT,50,62125,21,40,79,Yes
E101792,Operations,51,128695,16,32,67,No
E101793,Operations,31,47459,13,57,73,No
E101794,Support,49,65418,21,39,83,Yes
E101795,Finance,57,141904,9,47,58,No
E101796,Operations,34,77085,2,30,12,No
E101797,Finance,53,48768,3,45,29,No
E101798,Operations,57,79961,5,45,47,No
E101799,HR,58,111099,23,56,100,Yes
E101800,Operations,47,57885,24,39,58,No
E101801,Marketing,43,117421,21,30,64,No
E101802,Engineering,25,91082,15,33,63,No
E101803,Support,52,36895,6,32,22,No
E101804,Marketing,39,80311,14,34,46,No
E101805,Engineering,59,119494,20,41,79,Yes
E101806,Sales,45,97067,24,54,100,Yes
E101807,Marketing,44,101017,19,41,87,Yes
E101808,Sales,43,53932,10,42,49,No
E101809,Finance,23,51360,21,53,81,Yes
E101810,Finance,52,84847,20,41,90,Yes
E101811,HR,32,139178,0,54,41,No
E101812,Operations,49,120365,4,45,51,No
E101813,Marketing,53,115468,12,42,80,Yes
E101814,Sales,26,68931,20,34,72,No
E101815,Engineering,59,85823,13,53,81,Yes
E101816,Finance,31,68032,8,33,52,No
E101817,Operations,45,145919,16,50,81,Yes
E101818,Finance,56,111426,14,44,73,No
E101819,Engineering,44,48807,20,41,70,No
E101820,Operations,38,41767,6,48,65,No
E101821,Operations,22,38071,21,50,90,Yes
E101822,Sales,52,83413,21,57,80,Yes
E101823,Sales,52,56149,11,48,66,No
E101824,Marketing,55,45540,22,50,66,No
E101825,Marketing,30,131212,5,40,49,No
E101826,IT,43,100248,20,59,92,Yes
E101827,Support,34,121737,15,50,93,Yes
E101828,IT,46,140494,4,35,39,No
E101829,HR,39,148571,8,38,55,No
E101830,Finance,33,115435,13,30,36,No
E101831,Marketing,38,49787,7,41,54,No
E101832,Sales,36,50982,13,55,70,No
E101833,Engineering,36,149696,11,43,69,No
E101834,Sales,36,52606,9,35,33,No
E101835,Finance,34,40150,19,30,59,No
E101836,IT,38,115929,19,51,72,No
E101837,Sales,53,147423,20,31,62,No
E101838,Support,30,132795,12,53,92,Yes
E101839,HR,41,142223,18,40,75,No
E101840,Finance,47,76936,14,32,50,No
E101841,IT,48,123286,7,39,20,No
E101842,Support,42,38593,22,59,93,Yes
E101843,Engineering,39,47358,20,35,71,No
E101844,IT,34,112143,9,35,39,No
E101845,Operations,37,67381,2,49,61,No
E101846,Support,30,120347,20,50,85,Yes
E101847,Support,33,58074,2,31,36,No
E101848,HR,59,50595,4,55,60,No
E101849,Finance,40,74194,15,55,77,Yes
E101850,Engineering,28,79377,16,53,75,No
E101851,HR,56,56853,5,39,31,No
E101852,IT,39,103719,19,52,95,Yes
E101853,HR,37,50661,19,55,84,Yes
E101854,Support,25,80493,15,35,61,No
E101855,Finance,46,148724,23,52,87,Yes
E101856,Marketing,53,136705,1,57,44,No
E101857,HR,34,66495,19,46,83,Yes
E101858,Operations,38,43703,14,59,75,No
E101859,HR,58,83080,17,43,66,No
E101860,IT,27,60815,0,34,12,No
E101861,IT,40,59565,18,52,77,Yes
E101862,Engineering,34,93321,11,46,61,No
E101863,IT,47,147491,7,31,32,No
E101864,Sales,35,88453,5,38,48,No
E101865,Finance,52,118478,11,41,57,No
E101866,Finance,25,138522,6,48,84,No
E101867,Marketing,29,63161,17,51,83,Yes
E101868,Marketing,46,85991,21,36,52,No
E101869,Finance,34,144296,13,38,53,No
E101870,Operations,53,137339,7,50,57,No
E101871,Marketing,59,39716,23,45,78,Yes
E101872,Engineering,59,137099,19,49,82,Yes
E101873,IT,49,63349,21,40,68,No
E101874,Finance,51,77098,13,41,63,No
E101875,Support,24,138435,4,44,26,No
E101876,Marketing,49,30132,8,47,68,No
E101877,Finance,24,81990,7,48,40,No
E101878,Sales,55,143288,1,45,37,No
E101879,HR,37,98921,15,44,59,No
E101880,IT,43,66538,12,34,52,No
E101881,Finance,53,130572,6,40,42,No
E101882,HR,59,129279,15,44,69,No
E101883,Marketing,29,135909,6,58,77,No
E101884,HR,29,37213,13,47,74,No
E101885,IT,27,74223,13,42,61,No
E101886,Finance,35,121655,11,33,50,No
E101887,Sales,53,98371,0,46,59,No
E101888,Operations,56,98274,0,33,32,No
E101889,Marketing,31,137853,11,45,57,No
E101890,Finance,24,34134,19,52,97,Yes
E101891,IT,33,121428,20,44,81,Yes
E101892,Marketing,52,69601,14,43,54,No
E101893,Engineering,50,103889,3,41,37,No
E101894,HR,26,45690,6,32,20,No
E101895,Operations,46,31909,15,39,38,No
E101896,IT,52,121239,2,37,23,No
E101897,Engineering,42,110032,6,35,39,No
E101898,Support,41,42062,23,51,92,Yes
E101899,Finance,43,105386,21,43,63,No
E101900,Sales,25,123237,5,46,25,No
E101901,Marketing,34,64731,15,50,89,Yes
E101902,HR,41,35153,23,48,89,Yes
E101903,Marketing,34,40481,7,45,68,No
E101904,Operations,38,129270,22,44,96,Yes
E101905,Finance,57,96425,21,55,99,Yes
E101906,Marketing,54,93600,5,44,47,No
E101907,HR,22,114981,9,30,34,No
E101908,Finance,36,101997,15,53,85,Yes
E101909,Marketing,34,134470,10,52,65,No
E101910,Sales,38,58205,12,52,65,No
E101911,IT,45,118887,5,41,22,No
E101912,Finance,29,111542,23,39,76,Yes
E101913,IT,48,74149,0,43,47,No
E101914,Support,44,79112,20,39,83,Yes
E101915,Finance,29,40940,18,39,67,No
E101916,Sales,29,89010,11,49,56,No
E101917,IT,47,106794,23,58,100,Yes
E101918,Engineering,34,54485,5,40,42,No
E101919,HR,58,119299,17,51,76,Yes
E101920,Engineering,49,135584,12,45,47,No
E101921,Marketing,46,31067,6,58,87,No
E101922,Sales,37,50607,22,38,81,Yes
E101923,Engineering,23,139419,12,44,69,No
E101924,Finance,39,91597,20,43,67,No
E101925,Marketing,38,104554,7,48,56,No
E101926,Marketing,51,78521,20,38,69,No
E101927,Engineering,34,142482,16,33,63,No
E101928,Support,53,45187,8,50,74,No
E101929,Engineering,50,132911,19,36,51,No
E101930,Support,51,33985,12,51,58,No
E101931,Sales,39,73052,1,55,58,No
E101932,HR,34,49563,3,37,29,No
E101933,Engineering,42,77322,24,53,100,Yes
E101934,Operations,51,132842,1,37,27,No
E101935,Support,42,91245,3,48,35,No
E101936,Engineering,38,81514,17,44,53,No
E101937,IT,40,48608,4,45,51,No
E101938,Finance,36,134675,18,59,96,Yes
E101939,Operations,30,97262,9,55,78,No
E101940,Operations,31,122118,17,51,82,Yes
E101941,Support,52,101327,24,52,57,No
E101942,IT,44,87225,20,38,75,No
E101943,IT,51,103994,9,55,53,No
E101944,Marketing,54,47221,4,55,39,No
E101945,Support,30,78506,16,59,67,No
E101946,HR,22,50968,21,41,54,No
E101947,Finance,56,112606,12,45,65,No
E101948,Sales,32,57937,22,33,60,No
E101949,Operations,55,92435,16,34,42,No
E101950,Sales,37,79508,8,37,45,No
E101951,Engineering,30,71831,23,30,55,No
E101952,Engineering,53,72933,11,57,84,Yes
E101953,Sales,36,77307,13,35,67,No
E101954,Engineering,33,78340,13,44,61,No
E101955,HR,54,132951,7,33,51,No
